Name	corrected
मूमेंट0245d	d मूमेंट
मूमेंट0396d	d मूमेंट
मॅक्सिमाइज़	magenta
मॅग्निफाइंग	manipulation
में/node/nodeid	/node/nodeid में
में:	में
मेंawkdemo	awkdemo में
मेंb	b में
मेंchaptertwo	chaptertwo में
मेंcolon	colon में
मेंdatadottxtdouble	datadottxtdouble में
मेंhyphen	hyphen में
मेंindian	indian में
मेंl	l में
मेंlist	list में
मेंnew	new में
मेंpathauto	pathauto में
मेंpend	pend में
मेंpendulumdottxt	pendulumdottxt में
मेंpendulumdottxtafter	pendulumdottxtafter में
मेंroles	roles में
मेंsemicolon	semicolon में
मेंtutorial	tutorial में
में…	में
मेगाबाइट	megabyte
मेगाबाइट्स	megabytes
मेगाबाईट	megabyte
मेज़रमेंट	measurement
मेटल	metal
मेट्राइसिस	matrices
मेट्राइसेस	matrices
मेट्रिक्स	metrics
मेथड	method
मेथड़	method
मेथड्स	methods
मेनिप्युलेशन	manipulation
मेनूज़	menus
मेन्यु	menu
मेन्यू	menu
मेन्यूfile	menu
मेन्यूबार	menubar
मेमरी	memory
मेमोरी	memory
मेम्बर	member
मेम्बर्स	members
मेलmail	मेल
मैंfile_get_contents	मैं
मैंगगो	mango
मैंगगोज़	mangos
मैंगनीज़	manganese
मैंनेhyphen	hyphen मैंने
मैक्रोमॉलिक्युल्स	macromolecules मैक्रोमॉलिक्युल्स
मैक्रोमॉलिक्यूल	macromolecules मैक्रोमॉलिक्यूल
मैक्रोमॉलिक्यूल्स	macromolecules मैक्रोमॉलिक्यूल्स
मैगनिफाइ	magnify मैगनिफाइ
मैग्नीट्यूड	magnitude मैग्नीट्यूड
मैग्नीफाइड	magnified मैग्नीफाइड
मैचिंग	matching
मैजंटा	Magenta
मैजूद	exist
मैजूदा	existing
मैटलैब	matlab
मैट्रिक्स	matrix
मैट्रिक्समें	in matrix
मैट्रिस	matrices
मैथड	Method
मैथड़	Mathad
मैथड्स	Methods
मैथड्सtalk	Methods
मैथमेटिकल	mathematical
मैथ्मेटिकल	mathematical
मैदान	Field
मैनिप्युलेशन	Manipulation
मैनिप्यूलेशन	manipulation
मैनुअल	manual
मैनेज	manage
मैनेजर	manager
मैन्युअल	manual
मैन्युअली	manually
मैन्यू	menu
मैन्यूअल	manual
मैप	map
मैपिंग	mapping
मैरे	my
मैश	mash
मैशिंग	mashing
मैसेज	message
मैसेजस	messages
मैस्ड	messed
मॉडल	model
मॉडल:	model
मॉडलिंग	modeling
मॉडल्स	Models
मॉडिफाइंग	modifying
मॉडिफायर्स	modifiers
मॉड्यूल	module
मॉड्यूलस	modulus
मॉड्यूल्स	Modules
मॉनिटर	Monitor
मॉलक्यूलर	molecular
मॉलिक्यूल	molecule
मॉलिक्यूलर	molecular
मॉलिक्यूल्स	molecules
मॉलीक्यूलर	molecular
मॉलेक्युल्स	molecules
यदिmarks	यदि
यह/bin/bash	यह
यह/home/<your	यह
यह/node/add	यह
यह/user/local/sbin/user/bin	यह
यह/user/local/sbin/user/local/bin/user/sbin/user/bin	यह
यह/usr/bin/mysqladmin	यह
यह/usr/bin/mysqld	यह
यहmicrocontroller	यह
यहt	यह
यहाँ/forum	यहाँ
यहाँe	यहाँ
यहाँkoha	यहाँ
या>>	या
याn	या
याsend	या
यानिirctc	यानि
युसर	user
युसर्स	users
यूजरडिफाइंड	userDefined
यूजरनाम	username
यूजरनेम	username
यूजरनैम	username
यूजरप्रयोगकर्ता	user user
यूजर्स	users
यूज़र	user
यूज़रडिफाइंड	user defined
यूज़रनेम	username
यूज़र्स	users
यूटीलिटी	utility
यूटीलीटीज़	utilities
यूट्यूब	youtube
यूनिक	Unique
यूनिट	unit
यूनिट्स	units
यूनिवर्सिटीसेन	universitysen
योग10	योग
यौगिक1	यौगिक
रखें:	रखें
रखेंगेcontent	रखेंगे
रजिस्टर	register
रजिस्टर्ड	registered
रजिस्ट्रेशन	registration
रजिस्ट्रैशन	registratition
रनtime	रन
रनटाइम	runtime
राइटएंगल्ड	rightangled
राइटकोने	rightcone
राइटक्लिक	rightclick
राइटर	writer
राईट	right
राउंड	round
राशि:	राशि
रिकार्ड्स	records
रिकॉर्ड	records
रिकॉल	recall
रिग	rig
रिजन	region
रिजर्वेशन्स	Reservations
रिजल्ट	result
रिजल्ट्स	Results
रिज़ल्ट	Result
रिज्यूम	resume
रिज्यूमे	resume
रिटर्न	Return
रिटर्निंग	returning
रिटर्न्स	Returns
रिट्राइव	retrieve
रिडाइरेक्ट	redirect
रिडाइरेक्टेड	redirected
रिडाइरेक्शन	redirection
रिनेम	rename
रिपीट	repeat
रिपीडेट	repeat
रिपॉज़िटरी	repository
रिपॉज़िटरीज़	repositories
रिपोर्ट	report
रिपोर्टिंग	reporting
रिपोर्ट्स	reports
रिप्रजेंटेशन	representation
रिप्रेजेंटेशन	representation
रिप्रोजेक्ट	reproject
रिप्लेस	replace
रिप्लेसमेंट	replacement
रिफ्रेश	refresh
रिफ्रेशrefresh	refresh
रिफ्रेशrefreshकरता	refresh करता
रिफ्रेशrefreshकरते	refresh करते
रिफ्रेशrefreshकरने	refresh करने
रिफ्रेशrefreshकरें	refresh करें
रिफ्रेशrefreshकिया	refresh किया
रिफ्रेशrefreshपर	refresh पर
रिफ्रेशrefrsehकरेंगे	refresh करेंगे
रिफ्लेक्टेड	reflected
रिबंस	ribbons
रिबन	ribbon
रिबन्स	ribbons
रिमार्क	Remark
रिमोट	remote
रियलाइज़ेशन	realization
रियायती	subsidized
रिलीज	release
रिलेटिव	relative
रिलेशन	relation
रिलेशनल	relational
रिलेशनशिप्स	Relationships
रिलेशलशिप्स	relationship
रिवर्स	reverse
रिविजन	revision
रिवीजन	revision
रिव्यु	review
रिव्यू	review
रिश्ता	Relationship
रिसर्च	Research
रिसाइज	resize
रिसाइज़	resize
रिसेंड	received
रिसेटresetकरने	to reset करने
रिस्टार्ट	restart
रिस्टोर	restore
रीrescaling	री
रीto	री
रीकॉल	recall
रीडओनली	readonly
रीडू	redu
रीढ	spine
रीढ़	spine
रीति	custom
रीनेम	rename
रीसाइज	resize
रीसाइज़	resize
रीसाइजिंग	resizing
रीसेट	reset
रूट्स	roots
रेंज	range
रेंजेस	ranges
रेंडर	render
रेंडरिंग	rendering
रेकॉर्ड	record
रेकॉर्डिंग	recording
रेकॉर्ड्स	Records
रेक्टेंगल	rectangle
रेक्टेंगुलर	rectangular
रेक्टैग्यूलर	rectangular
रेज़िडियु	Residue
रेज़िड्यूस	reside
रेज़ीडियुज़	residency
रेट्रोसिन्थेटिक	retrosyntheic
रेपॉज़िटरी	repository
रेपॉज़िटरीज़	repositories
रेफरेन्सेस	References
रेफेरेंस	reference
रेफ्रिशrefresh	refresh
रेफ्रेन्सेस	references
रेलमार्ग	railroad track
रेलमार्गों	railroads
रेलवे	railway
रेशनल	Rational
रेसिड्यूज़	Residue
रेसीड्यू	Residue
रेसीड्यूज़	Residue
रेस्पॉन्स	response
रेस्पॉन्सेस	response
रेस्पोंस	response
रोrow	रो
रोटेट	rotate
रोटेटिंग	rotating
रोटेटेड	rotated
रोटेशन	rotation
लगायेगाbook	लगायेगा
लम्बाईlengthकी	लम्बाई की
लाइंस	lines
लाइंसेसों	licenses
लाइनline	लाइन
लाइब्रेरी	library
लाइब्रेरीज	libraries
लाइव	live
लाइसेंस	license
लाईब्रेरी	library
लाभ:	लाभ
लायें:	लायें
लिए%	लिए
लिए/arithटाइप	arith लिए/टाइप
लिए/incr	incr लिए
लिए1	लिए
लिए:	लिए
लिएadd	add लिए
लिएbox	box लिए
लिएbrowse	browse लिए
लिएchannel	channel लिए
लिएcontent	content लिए
लिएsnappyhexmesh	snappyhexmesh लिए
लिएstart	start लिए
लिएtitle	title लिए
लिखूँगाreload	reload लिखूँगा
लिखूंगा–	लिखूंगा
लिखें*	लिखें
लिखें:	लिखें
लिखेंthis	लिखें
लिखेंगेcp	cp लिखेंगे
लिनक्स1204	linux
लिनस्पेस	linux
लिपटी	linspace
लिबर	libre
लिबरऑफस	Libreoffs
लिबरऑफिस	LibreOffice
लिबरे	libre
लिमिट	limit
लिमिटlimit	limit
लिमिटlimit1	limit
लिमिट्स	Limits
लिय	Lie
लिया!	लिया
लिसनिंग	listening
लीनियर	linear
लीव_बैलेंस	लीव बैलेंस
लूपloop	loop
लूपloopके	loop के
लूपloopरुक	loop रुक
लूपloopरूक	loop रूक
लूपथ्रू	loop थ्रू
लूपोंloops	लूपों
लूप्सloops	लूप्स
लेकिनftp	ftp लेकिन
लेकिनr	r लेकिन
लेजेंड	legend
लेजेंड्स	legends
लेट	late
लेटर	Letter
लेटर्स	letters
लेटा	lying down
लेटाना	lay down
लेटिट्यूड	Latitude
लेटेक	latex
लेता	takes
लेती	take
लेते	take
लेनदेन	transactions
लेना	to take
लेनी	Lenny
लेबल्स	Labels
लेम	lem
लेयर	layer
लेयरों	layers
लेयर्स	layers
लेवल	level
लेस	lace
लैंग्वेज	Language
लैंडिग	landing
लैन्थ	length
लैपटॉप	laptop
लैपटॉप्स	Laptops
लैब	Lab
लैस	equip
लैसर	laser
लॉंच	launch
लॉक	lock
लॉकर	locker
लॉग	log
लॉगआउट	logout
लॉगइन	login
लॉगरिथ्म	logarithm
लॉगिंग	logging
लॉगिन	login
लॉजिक	logic
लॉजिकल	logical
लॉट	lot
लॉनइन	login
लॉन्च	launch
लोंगिट्यूड	Longitude
लोअर	lower
लोअरकेस	lowercase
लोउर	loure
लोउरेकस	lourecas
लोकप्रिय	Popular
लोकल	Local
लोकेशन	Location
लोकेशनlocation	location
लोकेशनlocationऔर	location
लोग	People
लोगनेम	logname
लोगनेल	lognell
लोगो	Peoples
लोगों	people
लोजिक	logic
लोड	Load
लोडload	Load
लोड़	load
लोडिंग	Loading
लोवरकेस	lowercase
वर्क	work
वर्कपीस	workpiece
वर्कशॉप्स	workshops
वर्जन	version
वर्जन्स	versions
वर्ज़न	version
वर्टिकल	vertical
वर्टीकल	vertical
वर्णात्मक/संख्यात्मक	वर्णात्मक संख्यात्मक
वर्नियर	vernier
वर्शन	version
वर्सेस	versus
वाइटस्पेस	whitespace
वाइल	vile
वाइल्ड	wild
वायर	wire
वायस	vice
वार	war
विंडो	window
विंडोgraphic	window
विंडोज	Windows
विंडोज़	windows
विंडोज़7	windows
विकल्प:	विकल्प
विजिटर्सvisitorsहैं	visitors विजिटर्स हैं
विज्युलाइज़र	visualizer
विडिओ	video
विडियो	video
विडोज़	windows
विड्थ	width
विशेषत:	विशेषत
विशेषताएं:	विशेषताएं
विषयोंsub1	विषयों
वीक	week
वीकडे	weekday
वीडिओ	video
वीडियो	Video
वीडीयो	video
वेबपेज	webpage
वेबपेजेज़	webpages
वेबपेजेस	webpages
वेबसइट	website
वेबसर्वर	Web server
वेबसाइट	Website
वेबसाइट्स	Websites
वेबसाईट	website
वेबसाईटों	Websites
वेरिएबल	variable
वेरिएबलvariable	variable
वेरिएबलvariableके	variable के
वेरिएबलvariableको	variable को
वेरिएबल्स	variables
वेरिएबल्सvariables	variables
वेरीयेबल	variable
वेल्कमwelcome	वेल्कम
वेल्यज	value
वेल्यु	values
वेल्युस	value
वेल्यू	value
वेल्यूvalue	values
वेल्यूज	values
वेव	wave
वेवफॉर्म्स	waveforms
वैक्टर	vectors
वैरिएबल	Variable
वैरिएबलtotal	Variabletotal
वैरिएबल्स	Variables
वैरी	very
वैल्य	value
वैल्युस	value
वैल्यू	value
वैल्यूज	Values
वैल्यूजeigen	Values
वैल्यूज़	Values
वैल्यूस	Values
वै्ल्यू	value
वॉल	wall
वॉल्यूम	Volume
व्यक्तियों/hufs/aop/boi/ajp	/hufs/aop/boi/ajp व्यक्तियों
शीर्षकsection	section शीर्षक
शुरू/	शुरू
शेल1	शेल
शेल2	शेल
संकेत:	संकेत
संकेत:कृपया	संकेत कृपया
संबंधितmoodle	moodle संबंधित
सक्रियsite	सक्रिय
सक्सेस	success
सजेशन	suggestion
सनसनीखेज़	sensational
सपोर्ट	support
सफलतापूर्ण	successful
सफलतापूर्वक	successfully
सफलतापूर्वर	successfully
सबclass	सब
सबजैक्ट	subject
सबडाइरेक्टरी	subdirectory
सबडाइरेक्टरीज	subdirectories
सबप्लॉट	subplot
सबफ़िल्ड	subfield
सबफिल्ड	subfield
सबफॉर्म्स	subforms
सबमिट	submit
सबमेनू	submenu
सबमेन्यु	submenu
सबमेन्यू	submenu
सबमैन्यू	submenu
सबरूटीन	subroutine
सबरूटीन्स	subroutine
सबस्क्राइब	subscribe
सबस्ट्रिंग	substring
सब्ट्रैक्ट	Subtract
सब्ट्रैक्शन	subtraction
सब्ट्रैक्शन:	subtraction
सब्मिट	submit
सब्सक्राइब	subscribe
सब्स्क्राइब	subscribe
सब्स्टिटूशन	Substitution
सब्स्टिट्यूशन	Substitution
सब्स्ट्रैक्ट	Substract
समझेंगे:	समझेंगे
समयurl	समय
समाप्तिpoints	points समाप्ति
समूह:	समूह
सरनेमsurname	surname सरनेम
सर्च	search
सर्चेस	searches
सर्वरlocal	सर्वर
सहायकalign	सहायक
सहायकruler	सहायक
साइज	size
साइज़	size
साइट	site
साइड	side
साइडबाइसाइड	sidebyside
साइड्स	sign
साइन	sign
साइन>	sign
साइनइन	signin
साइनाइड	cyanide
साइलैब	scilab
साईट	site
साईलैब	scilab
साझा	share
साथbook	साथ
साथi	साथ
साधारणत:	साधारणत
सिंक्रनाइज़	synchronized
सिंगल	single
सिंगलsingle	single
सिंगलकोट	singlequote
सिंटेक्स	syntax
सिंटैक्स	syntax
सिंपल	simple
सिंबल	symbol
सिग्नल	Signal
सिग्नल्स	Signals
सिग्मा	sigma
सिज़र्ज़	sizzle
सितारा	Star
सिनेप्टिक	synaptic
सिनैप्टिक	synaptic
सिन्टैक्स	syntax
सिमिट्री	cemetery
सिमुलेट	simulate
सिमुलेशन	simulation
सिम्पल	simple
सिम्बल्स	symbols
सिम्युलेट	simulate
सिम्युलेशन	simulation
सिलेंडर	cyclinder
सिलेक्शन	cilantro
सिवाए	cyclinder
सिस्टम	system
सिस्टम्स	system
सी	see
सीक्वेंस	sequence
सीखा:	सीखा
सीखा:miktex	सीखा
सीखाcomponents	सीखा
सीखाform	सीखा
सीखाfunction	सीखा
सीखाurl	सीखा
सीखाwindows	सीखा
सीखा…	सीखा
सीखेंगेawk	awk सीखेंगे
सीखेंगेcirculation	circulation सीखेंगे
सीखेंगेfunction	function सीखेंगे
सीखेंगेreaction	reaction सीखेंगे
सीखेंगेremote	remote सीखेंगे
सीखेंगेreports	report सीखेंगे
सीखेंगेthemes	themes सीखेंगे
सीज़ेरियन	caesarean
सुझाव:	सुझाव
सूट	suit
से/bin/bash	/bin/bash से
से/home	/home से
से/home/anirban	/home/anirban से
से/home/gnuhata	/home/gnuhata से
से>>	से
सेopen	से
सेंटर	center
सेंसर	sensor
सेंसर्स	Sensors
सेंसिंग	sensing
सेंसिटिव	sensitive
सेकंड	seconds
सेकंड्स	seconds
सेकण्ड	second
सेकण्ड्स	seconds
सेकन्डरीsecondary	secoundary
सेकेंड	second
सेकेंड्स	seconds
सेकेण्ड्स	seconds
सेकैंड	second
सेक्टर	Sector
सेक्टरों	Sectors
सेक्शन	Section
सेक्शन्स	Sections
सेक्सन	Saxon
सेगमेंट	segment
सेट	set
सेटअप	Set-up
सेटउप	setup
सेटपॉइंट	setpoint
सेटिंग	Settings
सेटिंग्स	Settings
सेटेलाइट	satellite
सेटों	sets
सेन्टरिंग	centering
सेन्सिटिव	sensitive
सेपरेटर	separator
सेफ	safe
सेब	Apple
सेमाकॉलन	semicolon
सेमी	cm
सेमीकॉलन	semicolon
सेमीकॉलन्स	semicolons
सेमीकोलन	semicolon
सेम्पल	sample
सेम्युलेट	simulated
सेल	Cell
सेलडिज़ाइनर	celldesigner
सेलेक्ट	select
सेलों	cells
सेल्स	sales
सेल्सियस	Celsius
सेव	save
सेवा	Service
सेवाएं	Services
सेवाओं	services
सेविंग्स	Savings
सेशननेम	sessionname
सेशन्स	sessions
सैंपल	sample
सैंपलिंग	sampling
सैंपल्स	samples
सैकंड	second
सैकराइड्स	saccharides
सैम्पल	sample
सैम्पलिंग	sampling
सैलरी	salary
सॉकेट	socket
सॉफ़्टवेयर	software
सॉफ्टवेअर	software
सॉफ्टवेयर	Software
सॉफ्टवेयरjmol	Software
सॉफ्टवेयर्स	softwares
सॉफ्टवेर	software
सॉफ्टेवेयर	software
स्किप्ट	script
स्किल	skill
स्किल्स	skills
स्कीप	skip
स्कीम	scheme
स्कीम्स	Schemes
स्कूल	School
स्केल	scale
स्केलर	scalar
स्केलिंग	scaling
स्कैटर	scatter
स्कैन	scan
स्कॉल	school
स्कोप	scope
स्क्रिप	scrip
स्क्रिप्ट	script
स्क्रीन	Screen
स्क्रोल	scroll
स्क्वायर	square
स्क्वायरनेस	squareness
स्क्वेर	square
स्क्वेरकिलोमीटर	square kilometer
स्क्वैर	square
स्क्वैरिंग	squaring
स्क्वैश	squash
स्टब्स	stubs
स्टाइनॉर्ट	steinort
स्टाइपेंड	stipend
स्टाइल	style
स्टाइलिंग	Styling
स्टाइलिस	stylis
स्टाइल्स	styles
स्टार	star
स्टार्ट	start
स्टिंग	sting
स्टिकी	sticky
स्टिक्स	sticks
स्टीरियो	Stereo
स्टीरियोआइसोमेरिस्म	stereoisomerism
स्टुडेंट	student
स्टूडेंट्स	students
स्टेट	state
स्टेटमेंट	statement
स्टेटमेंटcin	statementcin
स्टेटमेंटstatement	statement
स्टेटमेंटstatementका	statement  का
स्टेटमेंट्स	Statements
स्टेटस	Status
स्टेटसबार	status bar
स्टेटस्पेस	statespace
स्टेट्मेन्ट	statement
स्टेट्स	States
स्टेप	step
स्टेपल	staple
स्टेप्स	steps
स्टेबल	stable
स्टेम	stem
स्टेशन	station
स्टैंडर्ड	Standard
स्टैंडर्डएर्रर	StandardError
स्टैंडर्डाइज्ड	standardized
स्टैक	stack
स्टैचू	statue
स्टैटिक	static
स्टैण्डर्ड	standard
स्टैन्डर्ड	Standard
स्टैन्डर्डइन	standardin
स्टैन्डर्डएन	standardn
स्टैशिंग	stashing
स्टोर	Store
स्टोरेज	storage
स्ट्रक्चर	Structure
स्ट्रक्चर्स	Structures
स्ट्रक्टर्स	structers
स्ट्रिंग	string
स्ट्रिंगvariable	stringvariable
स्ट्रिंग्स	strings
स्ट्रिप	strip
स्ट्रिप्ड	stripped
स्ट्रींग	string
स्ट्रीम	stream
स्ट्रेट	straight
स्ट्रैन्डेड	Stranded
स्थितstart	start स्थित
स्थितियां	situation
स्थितियों	situations
स्पिन	spin
स्पिशीज़	Species
स्पीड	Speed
स्पीशीज़	species
स्पेक्ट्रम	spectrum
स्पेनर	spanner
स्पेलिंग	spelling
स्पेशल	Special
स्पेस	space
स्पेस15	space15
स्पेस19	space19
स्पेस2	space2
स्पेस4	space
स्पेसexam	spaceexam
स्पेसिंग	Spacing
स्पेसेस	Spaces
स्पोकन	spoken
स्पोकेन	Spokane
स्प्रेडशीट	spreadsheet
स्प्रैडशीट	spreadsheet
स्प्रैडशीट्स	spreadsheets
स्प्लीटर	splitter
स्मॉल	small
स्रोत	Source
स्रोतों	sources
स्लाइड	Slide
स्लाइडर	slider
स्लाइड्स	slides
स्लेट	slate
स्लेश	slash
स्लैश	slash
स्लैश:	slash
स्लैशस्क्वायर	slashsquare
स्लैशेस	slashes
स्लॉट	slot
स्लॉट्स	slots
स्लोट	slot
स्वीकृतaccess	access स्वीकृत
हम/bin	हम
हम/home/gnuhata	home/gnuhata हम
हम/home/gnuhata/documents	home/gnuhata/documents हम
हम/home/gnuhata/music	home/gnuhata/music हम
हम/usr	usr हम
हम64bit	64bit हम
हमa	हम
हमi	हम
हमr	हम
हमनेfilezilla	हमने
हमें/home	हमें
हमें/home/gnuhata	हमें
हमें/usr	हमें
हमें>	हमें
हमेशा/bin/sh	/bin/sh हमेशा
हाँ!	हाँ
हाइड्रोक्साइड	hydroxide
हाइड्रोजन	hydrogen
हाइपरलिंक	hyperlink
हाइफन	hyphen
हाइरार्की	hierarchy
हाइलाइट	Highlight
हाइलाइटिंग	highlighting
हाई	Hi
हाईट	height
हाईफंस	hyphens
हाईफन	hyphen
हाईलाइट	Highlight
हाईस्कूल	High School
हाथ	Hand
हाथों	hands
हानि	Loss
हानिकारक	Harmful
हानियों	losses
हाफ	half
हायरार्की	hierarchy
हार्ड	hard
हार्डकॉपी	hard copy
हार्डडिस्क	hard disk
हार्डवेयर	hardware
ही/home/anirban/arc/में	home/anirban/arc/ ही में
हुएribbon	ribbon हुए
हूँ163°	हूँ163
हूँ8876543210	हूँ88876543210
हूँ:	हूँ
हूँgreat	great हूँ
हूँi	i हूँ
हूँoperating	operating हूँ
हूँsignup	signup हूँ
हूँubuntu	ubuntu हूँ
हूँvisitorsnew	visitorsnew हूँ
हूं:	हूं
हेडर	Header
हेडरheader	Header
हेडरheaderके	Header के
हेडरheaderफंक्शनfuntion	Header function फंक्शन
हेडरheaderफाइल	Header फाइल
हेडर्स	headers
हेलोज़	hello
हेल्प	help
है!	है
है/bin/bash	/bin/bash है
है/usr/bin/mysqladmin	/usr/bin/mysqladmin है
है6300	है 6300
है:	है
है:constructor	constructor है
है:you	you है
हैadaptive	adaptive है
हैaudio	audio है
हैctrl	ctrl है
हैdebian	debian है
हैdefault	default है
हैdescription	description है
हैelectricity	electricity है
हैfile	file है
हैfont	font है
हैirctc	irctc है
हैname	name है
हैoriginal	original है
हैr	r है
हैrotamer	rotamer है
हैspoken	spoken है
हैsquares	squares है
हैthe	the है
हैthis	this है
हैtitle	title है
हैupload	upload है
हैwindows	windows है
हैx	x है
हैं*	हैं
हैं/home/anirban/demo2	/home/anirban/demo2 हैं
हैं:	हैं
हैंa	a हैं
हैंarrange	arrange हैं
हैंblock	block हैं
हैंbook	book हैं
हैंborders	borders हैं
हैंcolumns	columns हैं
हैंcopy	copy हैं
हैंfield	field हैं
हैंfile	file हैं
हैंformat	format हैं
हैंgeometry	geometry हैं
हैंhome	home हैं
हैंlibrary	library हैं
हैंline	line हैं
हैंmoodle	moodle हैं
हैंnew	new हैं
हैंno	no हैं
हैंpassword	password हैं
हैंplace	place हैं
हैंrebecca	rebecca हैं
हैंregister	register हैं
हैंregistered	registered हैं
हैंselect	select हैं
हैंsingle	single हैं
हैंsnap	snap हैं
हैंsorting	sorting हैं
हैंstatic	static हैं
हैंsure	sure हैं
हैंthis	this हैं
हैंtop	top हैं
हैंversion	version हैं
हैंzoom	zoom हैं
हैंडलिंग	Handling
हैंडलिंग:	Handling
हैंडल्स	Handles
हैंडसेट्स	Handsets
हैंडिंग	Handing
हैंडेड	Handed
हैंपेज	hampage
हैं–	हैं
हैआई	hiit
हैआईआईटी	iitbombay
हैक्सॉ	hacksaw
हैचिंग	hatching
हैच्ड	hatched
हैजिसके	Whose
हैडर	header
हैडर्स	headers
हैडिंग	heading
हैडिंग्स	headings
हैडिलीट	hadlite
हैण्डआउट	handout
हैण्डआउट्स	handouts
हैन्डाउट	handout
हैपेज	happage
हैलिबरे	halibre
हैल्प	help
हैवेब	haveweb
हैवेल्यू	havevalue
हैश	hash
हैशचिन्ह	hashsign
हैशेस	hashes
है–	है
हॉटमेल	hotmail
हॉरिज़ोंटली	horizontally
हॉस्ट	host
हो!	हो
हो:	हो
होंगे:	होंगे
होगी:	होगी
होस्टlocal	होस्ट
1	1 १
12345678910	12345678910 १२३४५६७८९१०
150	150 १५०
2	2 २
2070	2070 २०७०
–अगले	– अगले
–आपके	– आपके
–टू	– टू
–फाइल	file फाइल
•	• •
›	› ›
⅓	⅓ ⅓
→	→ →
−	− −
-2	-2 −
